Fish Code,Species,Season,Date Resolution,Year,Month,Day,Region,PFMA,Site Resolution,Longitude,Latitude,Final Length (cm),Project,Data flag,Amphipod,Barracudina,Copepod,Crangonidae,Crustacean larvae,Deep-sea smelt,Empty,Eulachon,Euphausiid,Gadiformes,Isopod,Lingcod,Midshipman,Myctophid,Mysid,Neotrypaea sp.,Northern anchovy,Octopus,Other,Pacific herring,Pacific jack mackerel,Pacific sand lance,Pacific saury,Pandalid,Pinnotherid,Planktonic shrimp,Pleuronectiformes,Poacher,Polychaete,Prowfish,Rockfish,Sablefish,Salmon,Sculpin,Squid,Surf smelt,Surfperch,Threespine stickleback,Tubesnout,Unidentified material,TotalWeight,TotalProp
17903,Chinook,Summer,exact date,2018,4,25,Salish Sea,19,creel site,-123.36574676,48.40580088,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5787,1
17904,Chinook,Summer,exact date,2018,4,25,Salish Sea,19,creel site,-123.46700056,48.42648478,64,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6523,1
17905,Chinook,Summer,exact date,2018,6,2,Salish Sea,19,creel site,-123.46700056,48.42648478,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804146265235962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958537347640379,13.4386,1
17907,Chinook,Summer,exact date,2018,8,27,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9570216199255928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042978380074407206,26.771600000000003,1
17908,Chinook,Summer,exact date,2018,9,11,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2642,1
17909,Chinook,Summer,exact date,2018,8,19,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6217,1
17910,Chinook,Summer,exact date,2018,8,17,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,Keep for FO: yes; Keep for Proportion: yes; Keep for Fullness: no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,1
17912,Chinook,Summer,exact date,2018,7,2,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0273,1
17913,Chinook,Summer,exact date,2018,7,15,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1
17914,Chinook,Winter,exact date,2018,11,21,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8167,1
17915,Chinook,Summer,exact date,2018,7,24,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17918,Chinook,Summer,exact date,2018,8,18,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9282,1
17921,Chinook,Summer,exact date,2018,8,22,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17922,Chinook,Summer,exact date,2018,9,13,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9576230880450498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237691195495015,31.538400000000003,1
17923,Chinook,Summer,exact date,2018,8,22,Salish Sea,20,creel site,-123.75682382,48.35967855,45,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627,1
17924,Chinook,Summer,exact date,2018,8,7,Salish Sea,16,creel site,-124.02196324,49.51105196,77.47,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17925,Chinook,Summer,exact date,2018,7,24,Salish Sea,16,creel site,-124.02196324,49.51105196,63.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0.7448005458369594,0,0,0,0,0,0,0,0,0,0.20032629922917444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05487315493386614,53.2027,1
17926,Chinook,Summer,exact date,2018,6,20,Salish Sea,29,creel site,-123.53889761,49.3813018,63.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0282,1
17927,Chinook,Summer,exact date,2018,6,2,Salish Sea,29,creel site,-123.486518,48.953448,69.85,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5742,1
17929,Chinook,Summer,exact date,2018,7,5,Salish Sea,16,creel site,-124.02196324,49.51105196,71.12,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8945412340530742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10545876594692573,63.499700000000004,0.9999999999999999
17930,Chinook,Summer,exact date,2018,7,18,Salish Sea,29,creel site,-123.875777,49.463252,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576801455274947,0,0.11450302190562814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1278168325668772,47.0564,1
17931,Chinook,Summer,exact date,2018,7,9,Salish Sea,16,creel site,-124.02196324,49.51105196,95.25,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6823988045744309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3176011954255691,49.7898,1
17932,Chinook,Summer,exact date,2018,8,9,Salish Sea,16,creel site,-124.02196324,49.51105196,82.55,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.596800000000002,1
17933,Chinook,Summer,exact date,2018,6,14,Salish Sea,29,creel site,-123.53889761,49.3813018,73.66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9633489155711641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03665108442883585,84.28399999999999,0.9999999999999999
17936,Chinook,Summer,exact date,2018,6,10,Salish Sea,13,creel site,-125.08473978,49.96580069,67,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17939,Chinook,Summer,exact date,2018,6,10,Salish Sea,13,creel site,-125.08473978,49.96580069,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.620900000000006,1
17948,Chinook,Summer,exact date,2018,7,14,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138144438587243,0,0.04711649973642594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8147390616763311,9.485,1
17949,Chinook,Summer,exact date,2018,7,11,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3872,1
17950,Chinook,Summer,exact date,2018,8,18,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17952,Chinook,Summer,exact date,2018,8,6,Salish Sea,20,creel site,-123.75682382,48.35967855,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5681,1
17953,Chinook,Summer,exact date,2018,8,13,Salish Sea,13,creel site,-125.08473978,49.96580069,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8547,1
17955,Chinook,Summer,exact date,2018,5,30,Salish Sea,16,creel site,-124.10742752,49.5841606,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0282,1
17956,Chinook,Summer,exact date,2018,6,12,Salish Sea,16,creel site,-124.04124848,49.59402349,65,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1286,1
17957,Chinook,Summer,exact date,2018,6,15,Salish Sea,15,creel site,-124.75857462,49.95313305,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3112,1
17958,Chinook,Summer,date at month resolution,2018,6,,Salish Sea,15,creel site,-124.75857462,49.95313305,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0.5863377849997461,0,0,0,0,0,0,0,0,0,0.4136622150002539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5088,1
17959,Chinook,Summer,exact date,2018,7,21,Salish Sea,18,creel site,-123.43518368,48.70337357,83,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8418,1
17961,Chinook,Summer,exact date,2018,5,27,Salish Sea,16,creel site,-124.09761026,49.64470488,68,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2149,1
17963,Chinook,Summer,exact date,2018,5,26,Salish Sea,16,creel site,-124.151564,49.650721,75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16900301460494002,0,0,0.83099698539506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6273,1
17964,Chinook,Summer,exact date,2018,5,28,Salish Sea,16,creel site,-124.09761026,49.64470488,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33250658508253844,0,0,0.26704841058194134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40044500433552016,30.561500000000002,1
17965,Chinook,Summer,exact date,2018,4,22,Salish Sea,19,PFMA or PFMA subarea,-123.28508542,48.63529652,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2271,1
17966,Chinook,Summer,exact date,2018,5,6,Salish Sea,19,creel site,-123.25436657,48.42895457,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2556,1
17967,Chinook,Summer,exact date,2018,4,7,Salish Sea,19,PFMA or PFMA subarea,-123.26579197,48.60196503,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9578153135895177,0,0,0,0,0,0,0.04218468641048236,0,0,0,0,0,0,0,0,0,0,0,41.761599999999994,1
17968,Chinook,Summer,exact date,2018,4,22,Salish Sea,19,PFMA or PFMA subarea,-123.28508542,48.63529652,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14505155735090888,0,0.8549484426490911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7628,1
17969,Chinook,Summer,exact date,2018,6,17,Salish Sea,19,PFMA or PFMA subarea,-123.28508542,48.63529652,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6164000000000001,1
17970,Chinook,Summer,exact date,2018,4,28,Salish Sea,19,creel site,-123.25436657,48.42895457,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.137800000000002,1
17974,Chinook,Summer,exact date,2018,9,18,Salish Sea,19,creel site,-123.26579197,48.60196503,62.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17975,Chinook,Summer,exact date,2018,8,25,Salish Sea,19,creel site,-123.26579197,48.60196503,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6053,1
17976,Chinook,Winter,exact date,2018,10,27,Salish Sea,19,creel site,-123.26579197,48.60196503,63.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3065681559443321,0,0.6934318440556679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6082,1
17977,Chinook,Summer,exact date,2018,9,30,Salish Sea,19,creel site,-123.26579197,48.60196503,73,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039685926431680466,0,0.9603140735683195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1717,1
17978,Chinook,Summer,exact date,2018,9,11,Salish Sea,19,creel site,-123.26579197,48.60196503,81.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901,1
17979,Chinook,Summer,exact date,2018,9,12,Salish Sea,19,creel site,-123.26579197,48.60196503,81.5,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11803507774659229,0,0.8819649222534076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4441,0.9999999999999999
17980,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,87,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17981,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.18209859,49.98463704,71,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17982,Chinook,Winter,exact date,2018,12,2,Salish Sea,13,creel site,-125.17767319,49.94581464,66,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0.4544635059482975,0,0,0,0,0,0.2788289311327403,0,0,0,0,0,0.24362381379405615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02308374912490605,85.4194,1
17983,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.13341918,50.00974064,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,1
17984,Chinook,Summer,exact date,2018,7,24,Salish Sea,14,creel site,-124.99170054,49.79329645,69,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5584,1
17985,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,2.1648682474715019e-4,0,0,0,0,0,0,0,0,0,0,0.9997835131752528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7815,1
17986,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.152304,49.979239,70,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0154,1
17987,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.13341918,50.00974064,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0.8298843607641092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1701156392358908,10.5587,1
17988,Chinook,Winter,exact date,2018,12,2,Salish Sea,13,creel site,-125.17767319,49.94581464,75,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9433489139810387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05665108601896132,53.6777,1
17989,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.00588173,50.01066432,74,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.60059999999999,1
17990,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7994,1
17991,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,77,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17992,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.18209859,49.98463704,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7531,1
17993,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,72,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9923466402094749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007653359790525134,130.72689999999997,1
17994,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,PFMA or PFMA subarea,-125.08473978,49.96580069,79,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.8939,1
17995,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.08473978,49.96580069,78,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.542699999999996,1
17996,Chinook,Summer,exact date,2018,6,9,Salish Sea,13,creel site,-125.14049983,49.96865516,79,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.237,1
17997,Chinook,Winter,exact date,2018,12,10,Salish Sea,19,creel site,-123.46700056,48.42648478,58,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6799,1
17998,Chinook,Winter,exact date,2018,11,28,Salish Sea,19,creel site,-123.3930369,48.42225915,59,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2527,1
17999,Chinook,Winter,exact date,2018,12,10,Salish Sea,19,creel site,-123.46700056,48.42648478,55,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5213,1
18000,Chinook,Winter,exact date,2018,11,24,Salish Sea,19,creel site,-123.3930369,48.42225915,54,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8035116283372495,0,0,0,0.19648837166275046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4049000000000005,1
18001,Chinook,Winter,exact date,2018,11,20,Salish Sea,19,creel site,-123.3930369,48.42225915,62,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1445,1
18002,Chinook,Winter,exact date,2018,11,20,Salish Sea,19,creel site,-123.3930369,48.42225915,60,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9078749182120384,0,0,0,0.09212508178796171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.772299999999998,1
18003,Chinook,Winter,exact date,2018,11,24,Salish Sea,19,creel site,-123.3930369,48.42225915,58,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9784476241763058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02155237582369419,58.8659,1
18021,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.75682382,48.35967855,54,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,1
18022,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.82126426,48.35375476,68.4,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4055,1
18023,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.57556524,48.31121003,49,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18024,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.54921767,48.33640251,65.2,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18025,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.75682382,48.35967855,59,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4971098265895954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5028901734104047,0.0173,1
18026,Chinook,Winter,exact date,2018,12,26,Salish Sea,20,creel site,-123.59842096,48.33470929,59.6,Angler,"Keep for FO, Proportion, and Fullness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4617000000000004,1
